PERSON,COUNTRY,SITE,SAMPLE,Lat,Long,WTD,pH,AMP WRI,ARC ARE,ARC DIS,ARC GIB,ARC HEM,ARC VUL,ARC FLA,ARG DEN,ASS MUS,ASS SEM,BUL IND,CEN ACU,CEN AER,CEN ECO,COR TRI,CRY SAC,CRY OVI,CYC ARC,DIF ACU,DIF GRA,DIF LAB,DIF LEI,DIF LUC,DIF OBL,EUG CIL,EUG ROT,HEL PET,HEL ROS,HEL SYL,HYA ELE,HYA PAP,HYA SUB,NEB CAR,NEB COL,NEB FLA,NEB MIL,NEB MIN,NEB PEN,NEB TIN,PAD LAG,PAR IRR,PSY GRI,PLA SPI,QUA SYM,SPHENO,TRA DEN,TRI ARC
Charman,Finland,Kontolanrahka,FI 24,60.7837,22.7874,0,NA,3.8,0,0.4,0,0,0,35,0,1.7,0,0,0,0,0,0,0,0,13.2,0,0,0,6.4,0,0,2.1,0,1.7,0,0,12.8,13.7,0,1.3,0,0,0,0,0,1.3,0,0,6.4,0,0,0,0,0
Lamentowicz,Poland,Rybie Oko,RO19,53.814,17.5387,0,NA,0,0,14.8,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,61.9,1.9,0,0,0,0,1.9,0.6,0,0,0,0,0,11.6,0,1.3,0,0,0.6,0,0,0.6,0,0,0,0,0,0,0,0
Swindles/Turner,Sweden,Craterpool,P1,68.3196,19.8572,0,4.2,0,1.9,44.7,0,0,0,0,0,1,0,0,0,1,0,1.9,0,0,41.7,0,0,0,0,1,3.9,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Mallon,Sweden,South,S3_13,57.1747,12.6342,0,3.8,1.2,0,0,0,0,0,69.4,0,1.7,2.3,0,0,0,0,0,0,0,0,0.6,0,0,2.9,0,1.2,4,0,0,0,0,3.5,4.6,0,2.3,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0
Mallon,Sweden,South,S7_12,57.1725,12.7125,0,4.2,0,0,6,0,0,0,4.2,0,4.2,1.8,0,0,0,0,1.8,0,0,4.8,0.6,0,0,7.8,1.2,7.8,14.5,7.8,2.4,0,0,2.4,0,0,1.2,0,0.6,1.2,0,0,7.2,0,0,22.3,0,0,0,0,0
Charman,Finland,Kontolanrahka,FI 6,60.7837,22.7874,0,NA,0,0.6,1.3,0,0,0,2.6,0,0,0,0,0,0,0,0,0,0,34.2,0,0,0,9,0.6,0,14.2,0,16.8,0,0,0.6,13.5,0,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mallon,Sweden,North,N3_5,59.8542,12.3031,0,4.3,0,0,0.6,0,0,0,34.1,0,0,0.6,0,0,0,0,0,0,0,9.2,0.6,0,0,11,0,2.3,1.2,0,8.1,0,0,0.6,28.9,0,0,0,0,0,0,0,0,0,0,2.3,0,0,0,0,0
Mallon,Sweden,Kortlandamossen,KOR_8,59.8483,12.2867,0,4.1,0,0,0.6,0,0,0,25.3,0,11,4.5,0,0,0,0,0,0,0,9.7,0,0,0,9.1,5.2,6.5,0.6,0,2.6,0,0,0.6,13.6,0,0.6,0.6,0,0,0,0,0,0,0,7.1,1.9,0,0,0,0
Mallon,Sweden,South,S7_15,57.1725,12.7125,0,3.8,0,0,6.3,0.7,0,0,16.2,0,16.9,2.8,0,0,0.7,0,8.5,0,0,9.9,0,0,0,7,0,9.2,7.7,0.7,0,0,0,0,0,0,2.8,0,0,0,0,0,8.5,0,0,1.4,0,0,0,0,0
Mallon,Sweden,North,N2_1,59.9239,12.2728,0,3.7,7.5,0,2.2,0,1.6,0,38.7,0,0,0,0,0,0,0,0,5.4,0,3.2,0,0,0,8.1,0,0,6.5,0.5,1.6,0,0,12.4,7.5,0,0,0,0,0,0,0,0,0,0,4.3,0.5,0,0,0,0
Mallon,Sweden,North,N2_14,59.9239,12.2728,0,4,10.9,0,1.3,0,0,0,39.1,0,1.9,3.2,0,0,0,0,0,0,0,6.4,0,0,0,6.4,1.3,1.3,3.8,0,0.6,0,0,10.9,2.6,0,0.6,0,0,0,0,0,1.3,0,0,8.3,0,0,0,0,0
Lamentowicz,Poland,Kozie,KOZ12,53.6965,17.8974,0,4,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lamentowicz,Poland,Kozie,KOZ01,53.6965,17.8974,0,4.1,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lamentowicz,Poland,Kozie,KOZ13,53.6965,17.8974,0,4.3,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mallon,Sweden,North,N2_13,59.9239,12.2728,0,3.8,3,0.4,0,0,0,0,47.9,0,0.4,0.4,0,0,0,0,0,0,0,6,0,0,0,14.2,0,1.1,1.5,0,3,0,0,1.1,7.5,0,2.2,0,0,0,0,0,0,0,0,9.4,0,0,0,0,0
Mallon,Sweden,South,S11_3,57.1139,12.7811,0,4.2,0,0,18,0,0.7,0,2,0,10,2,0,0,0,0,10,0,0,4.7,4,0,0,0.7,0,11.3,20,6,0.7,0,0,0.7,0,0,0.7,0,0,0,0.7,0,5.3,0,0,2,0.7,0,0,0,0
Lamentowicz,Poland,Rybie Oko,RO01,53.814,17.5387,0,NA,0,7.3,1.8,22.6,0,45.1,0,0,0,0,0,1.8,0,0,0,0,0,17.1,1.8,0,0,0,0,1.2,0,0,0,0,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Swindles/Turner,Sweden,Instrument,I4,68.0312,19.7656,0,5.3,0,1.8,1.8,0,0,59.6,0,0,0,0,0,0,0,0,0,0,0.9,19.3,0,0,0,0,0,9.6,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lamentowicz,Poland,Jelenia Wyspa,JEL24,53.6077,17.956,0,4.2,0,0,84.7,10,0,0.6,0,0,0,0,0.6,2.4,0,0,0,0,0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mallon,Sweden,North,N2_8,59.9239,12.2728,0,3.7,10.3,0,0,0,0,0,42.7,0,1.1,3.2,0.5,0,0,0,0,0,0,11.4,0,0,0,6.5,1.6,1.1,2.2,0,1.1,0,0,3.8,5.4,0,3.2,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0.5
Swindles/Turner,Sweden,Railway,R1,68.0869,19.8311,0,3.7,0,8,32.1,0,0,0,0,0,0.9,0,0,17.9,0,0,0.9,0,0,1.8,0,0,0,0,0,17,17,0.9,0,0,0,0,0,0,0,0,0,0,0,0,3.6,0,0,0,0,0,0,0,0
Mallon,Sweden,South,S11_14,57.1139,12.7811,0,4.3,0,0,0.7,0.7,0,0,9.2,0,13.1,1.3,0,0,0,0,0,0.7,0,27.5,0,0,0,3.9,0,9.8,8.5,0.7,1.3,0,3.3,0.7,1.3,0,10.5,0,1.3,0.7,2.6,0,1.3,0.7,0,0.7,0,0,0,0,0
Mallon,Sweden,North,N5_15,59.8728,12.3053,0,3.7,20,0,5.5,0,0,0,35.3,0,1.9,1.2,0,0,0,0,0,0.7,0,4.3,0,0,0,1.7,2.1,1.4,5.7,0,2.6,0,1,5,4.1,0,0.7,0,0,0,0,0,0,0,0,6.7,0,0,0,0,0
Mallon,Sweden,North,N2_3,59.9239,12.2728,0,4,9.3,0,1.2,0,0,0,32.9,0,1.9,0.6,0,0,0,0,0,0,0,4.3,0,0,0,12.4,1.2,5,8.1,0.6,1.2,0,0,7.5,4.3,0,0,0,0,0,0,0,0.6,0,0,8.1,0,0,0,0,0
Mallon,Sweden,North,N3_14,59.8542,12.3031,0,4.1,0,0,4.3,0,0,0,20.4,0,1.2,3.1,0,0,0,0,0,0,0,16.7,0,0,0,14.2,0.6,6.2,0,0,5.6,0,0,0,22.8,0,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mallon,Sweden,South,S11_6,57.1139,12.7811,0,3.5,0,0,2.3,0.8,0,0,2.3,0,18.9,3.8,0,0,0.8,0,2.3,0,0,22,0,0,0,2.3,0.8,17.4,3.8,1.5,3.8,0,1.5,0.8,0,0,7.6,0,1.5,0,0,0,6.1,0,0,0,0,0,0,0,0
Charman,Estonia,Mannikjarve,ES 12,58.8752,26.2479,0,NA,28.2,0,8.1,0,0,0,18.1,0,0,0,0,0,0,0,0,0,0,2.7,0,0,0,3.4,0,2,2.7,0,0.7,0,0,30.2,0,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7
Mazei,Russia,Penza-34,p-6-2,53.362,46.5856,0,4.2,0,14.1,0.5,0.8,0,10.6,0,0,0.5,1.6,0,0,0,0,0,0,0,42.9,0,0,0,0,0,27,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0.5,0,0,1.1,0,0,0,0,0
Lamentowicz,Poland,Rybie Oko,RO20,53.814,17.5387,0,NA,0,0.6,0,0.6,15.9,0,0,0,0,0,0,0,0,0,0,0,0,67.1,7.3,0,0,0,0,0,0,0,0,0,0,0,1.8,0,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Turner,England,Oxnop Moor,OM148,54.3456,-2.0961,0,3.8,0,0.6,14.6,0,0,0,15.8,0,0,0,0,0.6,0,0,3.5,0,0,0,4.1,0,0,18.1,2.3,18.1,10.5,0,0,0,0,1.8,0.6,0,2.3,0,1.2,0.6,0,0,5.3,0,0,0,0,0,0,0,0
Charman,Ireland,Ballyduff Bog,IR 17,53.0807,-7.9925,0,4.2,23.1,0,0,0,0,0,4.1,0,15,0.7,0,3.4,0,0,0.7,0,0,0,2,0,0,28.6,8.2,0,2.7,0,1.4,0,0,0,0,0,7.5,0,0,0,0,0,0,0,0,2.7,0,0,0,0,0
Mallon,Sweden,North,N5_8,59.8728,12.3053,0,4,0,0.5,0.5,0,0,0,5.8,0,2.9,1.4,0,0,0,0,0,0,0,49.8,0,0,0,1,1,32.9,0,0,1.9,0,0,0.5,1,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
Turner,England,Oxnop Moor,OM150,54.3456,-2.0961,0,3.6,0,3.3,15.1,0,0,9.9,5.9,0,2.6,0,0,0,0,0,0.7,0,0,0,13.2,0,0,9.9,0,13.8,3.9,0,2,0,0,0,0,0.7,0.7,0,5.9,1.3,0,0,11.2,0,0,0,0,0,0,0,0
Turner,England,Oxnop Moor,OM177,54.3456,-2.0961,0,3.6,0,0.6,5.3,0,0,0,7.6,0,1.8,0,0,0,0,0,0.6,0,0,0,15.3,0,0,50,1.8,0.6,4.1,0,0,0,0,0,0,2.9,0,0,2.4,0,0,7.1,0,0,0,0,0,0,0,0,0
Mallon,Sweden,Gallseredsmossen,GAL_11,57.175,12.5975,0,3.7,0,0,1.2,0,0,0,42.6,0,0.6,0,0,0,0,0,0,0,0,6.8,22.8,0,0,1.9,0,3.7,2.5,0,1.9,0,0,0,8,0,5.6,0,0,1.2,0,0,1.2,0,0,0,0,0,0,0,0
Turner,England,Swarth Moor,SM98,54.1214,-2.2975,0,4.8,0,0,0,0,0,0,27.3,0.6,3.9,0,0,7.8,0,0,1.3,0,0,0.6,10.4,0,0,0,0,20.8,9.7,0,1.9,1.3,0.6,0,1.3,0,9.7,0,0.6,0,0,0,1.9,0,0,0,0,0,0,0,0
Turner,England,Oxnop Moor,OM149,54.3456,-2.0961,0,3.7,0,0.6,11.7,0,0,0.6,0.6,0,0.6,1.2,0,0,0,0,0,0,0,0,20.2,0,0,33.7,1.2,12.9,4.9,0,0,0,0,0,0,0,0,0,3.1,3.1,0,0,5.5,0,0,0,0,0,0,0,0
Turner,England,Fleet Moss,FM135,54.2464,-2.2094,0,4.8,0,0,0.6,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,14.6,7,0,0,0,3.8,0,0,0,44.6,0,1.3,0,0,0,27.4,0,0,0,0,0,0,0,0
Turner,England,Thornton Moor,ThM195,54.0964,-2.175,0,4.2,0,0,26.3,0,0,0,0,0,1.1,0,0,0,0,0,2.8,0,0,0.6,51.4,0,0,0,0.6,1.7,10.1,0.6,0,0,0,0,0,1.7,0,0,0,0.6,0,0,2.8,0,0,0,0,0,0,0,0
Swindles,N. Ireland,Moninea,MO12,54.1417,-7.5425,0,3.9,52.6,0,0,0,0,0,8.3,0,1.3,0,0,1.3,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Warner,Finland,Lakkasuo,BF-60 (LK),61.7833,24.2943,0.2,3.9,22.1,0.8,0,0,0.8,0,45.9,0,0.8,0,0,0,0,0,0,0,0,15.6,0,0,0,2.5,0,0,0,0,5.7,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,4.1,0,0,0,0,0.8
Charman,Faroe Is.,Masaklettar,FO 11,62.1665,-6.9,0.5,NA,6.6,0,0,0,0,0,0,5.3,7.9,0,0,0,13.8,0,0,0,0,4.6,0,0,0,0,11.2,0,10.5,13.8,7.2,1.3,3.3,0,0,0,0,0,3.9,5.3,0,0,2.6,0.7,0,0,0,0,2,0,0
Charman,Finland,Kontolanrahka,FI 17,60.7837,22.7874,0.5,NA,0,0,3.2,0,0,0,44.7,0,0.5,0,0,0,0,0,0,0,0,12.2,0,0,0,3.2,0,0,3.2,0,4.8,0,0,5.3,11.7,0,0,0,0,0.5,0,0,0,0,0,10.6,0,0,0,0,0
Warner,Finland,Suurisuo,BF-21 (SS),60.9833,24.6666,0.5,3.9,0,1.1,0,0,4.3,0,18.4,0,1.8,1.4,0.4,0,0,0,0.4,0,0,4.3,0,0,0,6.1,0,0,5.1,0,13,0,0.4,19.9,10.8,0,1.8,0.7,0,1.8,0,0,3.6,0,0,4.7,0,0,0,0,0
Swindles/Turner,Sweden,Railway,R3,68.0869,19.8311,1,3.6,0,5.6,1.9,3.7,0,0,6.5,0,3.7,0,0,0,0,0,0,0,0,46.7,0,0,0,0,0.9,0,16.8,0,0,0,0,1.9,12.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Warner,Finland,Kuivaj?rvi suo,BF-71 (KJ),63.3274,25.293,1,5.3,0,0,0,0,0,0,0,0,6.5,0,0,4.3,26.9,0,6.5,0,0,6.5,0,0,0,0,0,0,6.5,2.2,16.1,0,5.4,0,0,0,0,0,0,0,0,0,0,1.1,0,0,0,18.3,0,0,0
Mallon,Sweden,Kortlandamossen,KOR_14,59.8483,12.2867,1,4,0,0,0,0,0,0,38.6,0,0.4,0.4,0,0,0,0,0,0.4,0,5.1,0,0,0,0,0,0,12.1,0,7.4,0,0,11.4,19.1,0,0.7,0,0,0.4,0,0,0,0,0,4,0,0,0,0,0
Lamentowicz,Switzerland,Maloja Fen,97,46.4053,9.69,1,3.7,0,0,0,0,0,0,45.8,0,17.6,6.5,0,1.3,0,0,1.3,0,0,0,0,0,0,0,0,0,2.6,11.1,0.7,0,0,0,0,0,3.3,0,0,0,0,0,5.2,0,0,4.6,0,0,0,0,0
Mallon,Sweden,North,N1_6,59.8625,12.3247,1,4.2,0,0,0.5,0,1,0,38.1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,3,0,0,2.5,0,3.5,0,0,33.7,10.9,0,0,0,0,0.5,0,0,0,0,0,1.5,0,0,0,0,0
Mazei,Russia,Penza-2,p-3-2,53.3037,45.1366,1,4.5,0,23.7,0,6.9,6.3,0,19.4,0,4.6,0,0,1.3,1,0,0,0,0,4.4,0,0,0,0,0,0,0.6,1,1.3,0,0,0,28.9,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0
Mallon,Sweden,North,N5_12,59.8728,12.3053,1,4.1,0.4,0,2.6,0,0,0,56.6,0,1.3,3.4,0,0,0,0,0,5.1,0,2.1,0,0,0,0,2.1,0,2.1,0,0.9,0,0.4,8.9,8.1,0,0.9,0,0,0,0,0,0,0,0,5.1,0,0,0,0,0
Lamentowicz,Poland,Jelenia Wyspa,JEL16,53.6077,17.956,1,3.9,3,0,0.6,0,0,0,50.6,0,0.6,1.8,0,0,0,0,0,0,0,2.4,0,0,0,0.6,0,0,1.2,0,2.4,0,0,26.2,3,0,0,0,0,0,0,0,0,0,0,7.3,0,0,0,0,0
Lamentowicz,Poland,Chlebowo,CHL24,52.7364,16.7569,1,4.6,0,3.6,10.7,6,0,8.9,0,0,0,0,0,0,0,0,0,0,0,59.5,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4,0
Turner,England,Thornton Moor,ThM203,54.0964,-2.175,1,5.4,0,0.5,0,0,0,0,0,8.2,1.1,0,0,5.5,6.6,0,9.8,0,0,0,0,0,0,0,10.9,7.1,4.4,5.5,1.1,3.3,0,0,3.3,0,1.6,0,0.5,1.1,0,1.1,6.6,0,0,0,0,13.1,0,4.4,0
Mallon,Sweden,North,N5_7,59.8728,12.3053,1,3.7,0,0,0,0,0,0,32.5,0,1.3,0,0,0,0,0,0,1.7,0,9.6,0,0,0,5.8,1.7,0.8,2.9,0,2.5,0,0,13.8,11.7,0,1.7,0,0,0.4,0,0,0,0,0,12.9,0,0,0,0,0
Mallon,Sweden,Gallseredsmossen,GAL_7,57.175,12.5975,1,3.7,0,0.6,15.8,0,0,0,4.1,0.6,7,0,0,0,0,0,0,1.8,0,2.3,1.8,0,0,7.6,1.2,0.6,18.1,0.6,0,0,0,8.2,5.8,0,0,0,0,4.1,2.3,0,7.6,0,0,8.8,0,0,0,0,0
Mallon,Sweden,Kortlandamossen,KOR_6,59.8483,12.2867,1,3.9,0,0,0.6,0,0,0,41.3,0,0.6,0.6,0,0,0,0,0,0,0,4.2,0,0,0,4.8,0.6,1.8,3.6,0,9.6,0,0,7.8,18.6,0,2.4,0,0,0.6,0,0,0.6,0.6,0,0.6,0.6,0,0,0,0
Lamentowicz,Poland,St??ka,STAZ07,54.4241,18.0854,1,NA,0.6,0,5.5,0,0,0,63.4,0,6.1,3.7,0,0,0,0,1.2,0,0,1.8,0,0,0,2.4,0,0,7.3,0,0,0,0,1.2,0,0,5.5,0,0,0,0,0,0,0,0,1.2,0,0,0,0,0
Mallon,Sweden,North,N4_13,59.8753,12.2914,1,3.8,0,0,1.8,0,0,0,77.6,0,0.6,1.2,0,0,0,0,0,0,0,0.6,0,0,0,11.2,0,0,2.4,0,0,0,0,2.4,0.6,0,0,0,0,0,1.2,0,0.6,0,0,0,0,0,0,0,0
Mallon,Sweden,North,N4_4,59.8753,12.2914,1,4.1,0,0,26.1,0,2.6,0,9.8,0,3.3,2.6,0,0,0,0,0.7,0,0,0.7,0,0,0,9.2,0.7,1.3,18.3,0.7,0,0,0.7,2,0.7,0,3.9,0,2,2.6,0,0,10.5,0,0,1.3,0.7,0,0,0,0
Charman,Denmark,Lille Vildmose,DK 7,56.8526,10.1735,1,NA,0,0,6.7,0,0,0,24.7,0,0.7,0,0,0,0,0,0,0,0,0.7,0,0,0,11.3,6,8.7,13.3,0,2,0,0.7,1.3,2,0,0,0,1.3,0.7,0,0,0.7,0,0,19.3,0,0,0,0,0
Mallon,Sweden,South,S3_8,57.1747,12.6342,1,4.1,0.6,0,0.6,0,0,0,80.1,0,3.2,1.3,0,0,0,0,0,0,0,0.6,6.4,0,0,1.3,0,1.9,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,0,0,0,0,0,0,0,0
Turner,England,Swarth Moor,SM101,54.1214,-2.2975,1,5,17.1,0,0,0,0,0,29.4,0,7,0,0,2.7,0,0,0,0,0,4.8,0,0,0,0,4.3,9.6,6.4,0.5,0.5,3.2,1.6,0,0.5,0,1.1,0,0,0,0,0,7,0,0,0,4.3,0,0,0,0
Lamentowicz,Poland,Kozie,KOZ02,53.6965,17.8974,1,4.4,15,0,0,2.3,0,0,6.9,0,0,2.3,0.6,0,0,0,0,0,0,45.1,1.2,0,0,0,0,0,0,0,12.7,0,0,0,5.8,0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Charman,Ireland,Ballyduff Bog,IR 11,53.0807,-7.9925,1,4.1,27.3,0,0,0,0,0,10.7,0,8.7,1.3,0,0,0,0,0,0,0,2,0,0,0,13.3,24,0,0,0,1.3,0,1.3,7.3,0,0.7,0,0,0.7,0,0,0,1.3,0,0,0,0,0,0,0,0
Bobrov,Russia,Staroselia,STAR_7,56.4666,33.05,1,3.8,0,0,0,0,0,0,1.5,0,4.4,0.3,0,0,0,0,0,0,0,22.2,8.5,0,0,26.9,0,1.5,10.5,4.7,0,0,0,3.2,3.5,0,1.8,0,0,0,0,0,0,0,0,2,0,0,0,0,0
Swindles/Turner,Sweden,Marooned,M2,67.9566,19.9865,1,3.5,0,0,3.6,0,0,0,15.5,0,0,0,0,4.5,0,0,0,0,0,20,0,0,0,0,0,9.1,6.4,0,0,0,0,0,13.6,0,25.5,0,0,0,0,0,0,0,0,0,1.8,0,0,0,0
Lamentowicz,Poland,S?owi?skie B?oto,S?1,54.3624,16.4815,1,4,0,0,36,0,0,0,5,0,0,0,0,0,0,0,0,0,0,9.3,41.6,0,0,5.6,0,0,1.9,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Charman,Faroe Is.,Masaklettar,FO 5,62.1665,-6.9,1.5,NA,4.6,0,0,0,0,0,0,5.9,13.7,2,0,0,7.8,0,6.5,1.3,0,0,0.7,0,0,0,13.1,0.7,17,10.5,2.6,0.7,1.3,0,0,0,0,0,0.7,3.3,0,0,5.9,0,0,0,0,0,2,0,0
Lamentowicz,Poland,Jelenia Wyspa,JEL17,53.6077,17.956,1.5,4.1,15.1,0,0.6,0,0,0,50.3,0,0.6,0.6,0,0,0,0,0,0,0,0,0,0,0,2.8,0,0,0.6,0,1.7,0,0,24.6,2.8,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0
Mallon,Sweden,South,S7_4,57.1725,12.7125,2,4.3,0,0,0,0,0,0,9.7,0,22.7,14.3,0,0,0,0,5.8,0,0,0,0,0,0,1.9,0,0,20.8,1.9,0,0,0,0,6.5,0,0,0,0,3.2,2.6,0,4.5,0,0,4.5,0,0,0,1.3,0
Lamentowicz,Poland,Czarci Staw,CZS8,53.3797,17.0759,2,5.3,0,5.7,0,0,0,0,0,0,0,0,0,6.5,21.1,0.8,4.1,0,4.1,3.3,0,0,0,0,0,0.8,4.1,13,4.1,0.8,0,0,0,0,0,17.9,0,0,0,0,0,0,0,0,0,1.6,0,4.1,0
Lamentowicz,Poland,Zamarte,Z01,53.5915,17.967,2,5.3,0,0,3.7,0,0,0,0.6,0,6.2,0,0,5.6,0,0,0,0,0,22.4,0,0,0,0,0,0,1.9,0,0,0,0,5,50.9,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0
Mallon,Sweden,North,N4_12,59.8753,12.2914,2,4,0,0,0.6,0,0,0,26.4,0,2.5,2.5,0,0,0,0,0.6,7.4,0,0.6,0,0,0,0,0,6.1,11.7,0.6,0.6,0,3.7,9.2,1.8,0,0,0,0,7.4,0,0,15.3,0,0,2.5,0,0,0.6,0,0
Mazei,Russia,Karelia-1,k-1-1,66.5227,32.9185,2,5,0,0,0,1.1,0,0,26.7,0,0,0,0,0.8,0,0,1.8,0,0,4,0,0,0,0,0,0,0.3,0.7,0.1,0,0,0.5,50.4,0,0.1,1.3,0,0.8,0,0,4.7,0,0,0,6.7,0,0,0,0
Charman,Estonia,Mannikjarve,ES 6,58.8752,26.2479,2,NA,0.6,0,12.6,0,0,0,32.1,0,20.8,8.2,0,0,0,0,0.6,0,0,0.6,0,0,0,0,0,0,4.4,2.5,0,0,1.3,8.2,1.9,0,3.1,0,0,0,0,0,3.1,0,0,0,0,0,0,0,0
Charman,Ireland,Ballyduff Bog,IR 9,53.0807,-7.9925,2,4.2,5.3,0,0,0,0,0,0,0,7.2,2.6,0,2.6,0,0,0,3.9,0,2.6,0,0,0,6.6,13.8,0.7,13.8,3.3,2,0,2.6,7.9,0,0,0,0,5.3,13.2,0,0,2.6,0,0,3.9,0,0,0,0,0
Lamentowicz,Poland,Rybie Oko,RO18,53.814,17.5387,2,NA,0,0,4,0,0,0,0,0,0.6,0,0,0.6,0,0,0,0,0,82.8,0,0,0,0,0,4.6,0,0,0,0,0,0,6.9,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0
Mallon,Sweden,North,N4_8,59.8753,12.2914,2,3.8,0,0,0,0,0,0,51.5,0,1.2,1.8,0,0,0,0,0,0,0,2.4,0,0,0,3.6,1.8,0,18.3,0,0,0,0,0,8.9,0.6,0,0,0.6,0,0.6,0,8.9,0,0,0,0,0,0,0,0
Turner,England,Malham Tarn Moss,TM92,54.2781,-2.0713,2,4.6,0,0,31.3,16.3,0,0,0,0,0.6,0,0,22.5,0,0,1.3,0,6.9,0,0,0,0,0,0,0,0,0,1.9,5.6,0,0,0.6,0,0,0,0,0,0,0,13.1,0,0,0,0,0,0,0,0
Mallon,Sweden,North,N3_11,59.8542,12.3031,2,4.1,0,0,0,0,0,0,44.7,0,0.6,1.9,0,0,0,0,0,0,0,5,0,0,0,2.5,0,0,3.1,0,2.5,0,0.6,9.9,17.4,0,2.5,0,0,0,0,0,0.6,0,0,0,8.7,0,0,0,0
Mallon,Sweden,South,S11_11,57.1139,12.7811,2,4.1,0,0,3,0,0,0,48.5,0,0,3,0.5,0,0,0,0.5,0.5,0,1,0,0,0,2,1,1.5,2,0,1.5,0,0,11,2,0,1,0,0,0,0,0,1.5,0,0,1.5,0,0,17.5,0,0.5
Swindles,N. Ireland,Dead Island,DI7,54.8875,-6.5475,2,3.2,13.2,0,7.8,0,0,0,0,0,3.6,9,0,0,0,0,0,1.8,0,5.4,0,0,0,0,13.8,0,10.8,1.2,3.6,0,3,0,0,0,0,0,9.6,0,0,0,3,0,0,7.2,0,0,0,0,0
Mallon,Sweden,North,N1_2,59.8625,12.3247,2,3.6,0,0.6,3.1,0,0.6,0,26.1,0,0.6,1.2,0,0,0,0,0,1.2,0,0.6,0,0,0,9.9,0.6,0,6.2,0,0,0,0.6,26.1,10.6,0,0,0,0,1.9,0,0,1.9,0.6,0,6.2,0,0,0,0,0
Mallon,Sweden,North,N3_6,59.8542,12.3031,2,3.5,0,0,6.8,0,2,0,33.2,0,0.5,1,0,0,0,0,0,0,0,2.4,0,0,0,5.9,1.5,0,3.4,0,4.4,0,0,14.1,20,0,0,0,0,0,0,0,1.5,0,0,2.9,0,0,0,0,0
Mallon,Sweden,North,N2_10,59.9239,12.2728,2,3.6,2,0,5.9,0,1,0,40.5,0.5,0.5,0.5,0,0,0,0,0,0,0,3.4,0,0,0,3.9,0,0.5,3.9,0,2,0,0,20.5,5.9,0,0,0,0,0,0,0,0,0,0,4.9,1,0,0,0,0
Mazei,Russia,Karelia-28,k-2-7,66.5238,32.9097,2,4.2,0,0.3,0,0,0,0,24.5,0,0.1,0,0,0,0,0,0,0,0,34.9,0,0,0,0,0,2,2.2,0,10.3,0,0,0.7,12.3,0,7.1,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0
Mazei,Russia,Penza-4,p-8-1,53.3319,46.819,2,3.8,0,35,0,0,22.4,0,0,0,4.1,0.1,0,0,0.9,0,10.6,0,0,0.7,0,0,0,0,0,0,13.6,12.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
